Clean_SMILES,pActivity,MolObject
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)NC(C)(C)CF)C[C@H]43)c2)cn1,9.053056729302174,<rdkit.Chem.rdchem.Mol object at 0x7f5501781150>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)NC)C[C@H]43)c2)cn1,9.853871964321762,<rdkit.Chem.rdchem.Mol object at 0x7f5501780740>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)NC5CC5)C[C@H]43)c2)cn1,9.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x7f55017b4200>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)NCC)C[C@H]43)c2)cn1,9.575118363368933,<rdkit.Chem.rdchem.Mol object at 0x7f550179d1c0>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(F)F)C[C@@H]34)c2)c(C)c1,8.777283528852417,<rdkit.Chem.rdchem.Mol object at 0x7f550179d850>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(F)F)C[C@@H]34)c2)c(C)n1,9.247183568811728,<rdkit.Chem.rdchem.Mol object at 0x7f55017c1770>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(F)F)C[C@@H]34)c2)cn1,9.496209316942819,<rdkit.Chem.rdchem.Mol object at 0x7f550179eb90>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(CF)C[C@H]43)c2)c(C)c1,8.378823718224965,<rdkit.Chem.rdchem.Mol object at 0x7f55017b4120>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(CF)C[C@H]43)c2)c(C)n1,9.110138278741811,<rdkit.Chem.rdchem.Mol object at 0x7f55017c2e30>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(CF)C[C@H]43)c2)cn1,9.578396073130168,<rdkit.Chem.rdchem.Mol object at 0x7f550179cf20>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)c(C)c1,8.407823242604133,<rdkit.Chem.rdchem.Mol object at 0x7f550179f6f0>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)c(C)n1,8.52432881167557,<rdkit.Chem.rdchem.Mol object at 0x7f55017b4cf0>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1,9.393618634889394,<rdkit.Chem.rdchem.Mol object at 0x7f55017b5f50>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4([C@@H](O)C(F)(F)F)C[C@H]43)c2)cn1,9.434152181326482,<rdkit.Chem.rdchem.Mol object at 0x7f5501783d80>
