Clean_SMILES,pActivity,MolObject
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(N)=O)C[C@H]43)c2)cn1,9.701146923590294,<rdkit.Chem.rdchem.Mol object at 0x7ff64dc74f20>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(CF)C[C@H]43)c2)c(C)c1,9.003816039995794,<rdkit.Chem.rdchem.Mol object at 0x7ff64dc774c0>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(CNC(C)=O)C[C@H]43)c2)cn1,9.498940737782249,<rdkit.Chem.rdchem.Mol object at 0x7ff64dca89e0>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(CO)C[C@H]43)c2)cn1,9.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x7ff64dca8350>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)c(C)c1,8.739928612014925,<rdkit.Chem.rdchem.Mol object at 0x7ff64dc92260>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)c(C)n1,9.223298816011589,<rdkit.Chem.rdchem.Mol object at 0x7ff64dcb8900>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1,9.356547323513812,<rdkit.Chem.rdchem.Mol object at 0x7ff64dc93610>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COCC)C[C@H]43)c2)cn1,9.431798275933005,<rdkit.Chem.rdchem.Mol object at 0x7ff64dc77ed0>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(S(C)(=O)=O)C[C@H]43)c2)cn1,9.537602002101044,<rdkit.Chem.rdchem.Mol object at 0x7ff64dc92570>
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@H]4C[C@H]43)c2)c(C)n1,8.327902142064282,<rdkit.Chem.rdchem.Mol object at 0x7ff64dcab0d0>
